OTU,Class,Family,Genus,Kingdom,Order,Phylum,Species,Abundance,empty
233,Bacilli,Planococcaceae,unknown,Bacteria,Bacillales,Firmicutes,unknown,25.0,
234,Clostridia,Lachnospiraceae,Lachnospiraceae NK4A136 group,Bacteria,Clostridiales,Firmicutes,unknown,25.0,
235,Bacilli,Bacillaceae,Oceanobacillus,Bacteria,Bacillales,Firmicutes,unknown,25.0,
236,Bacilli,Bacillaceae,Bacillus,Bacteria,Bacillales,Firmicutes,unknown,25.0,
237,Clostridia,Ruminococcaceae,Eubacterium coprostanoligenes group,Bacteria,Clostridiales,Firmicutes,Clostridiales bacterium 42_27,25.0,
238,Actinobacteria,Corynebacteriaceae,Corynebacterium 1,Bacteria,Corynebacteriales,Actinobacteria,unknown,25.0,
239,Clostridia,Ruminococcaceae,Ruminococcaceae NK4A214 group,Bacteria,Clostridiales,Firmicutes,unknown,24.0,
240,Clostridia,Clostridiales vadinBB60 group,gut metagenome,Bacteria,Clostridiales,Firmicutes,gut metagenome,24.0,
241,Bacilli,Lactobacillaceae,Lactobacillus,Bacteria,Lactobacillales,Firmicutes,unknown,23.0,
242,Alphaproteobacteria,uncultured,Azospirillum sp. 47_25,Bacteria,Rhodospirillales,Proteobacteria,Azospirillum sp. 47_25,23.0,
243,Clostridia,Lachnospiraceae,Tyzzerella,Bacteria,Clostridiales,Firmicutes,unknown,23.0,
244,Clostridia,Lachnospiraceae,Coprococcus 1,Bacteria,Clostridiales,Firmicutes,unknown,23.0,
245,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,23.0,
246,Gammaproteobacteria,Enterobacteriaceae,Serratia,Bacteria,Enterobacteriales,Proteobacteria,unknown,23.0,
247,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,22.0,
248,Clostridia,Ruminococcaceae,Ruminococcus 1,Bacteria,Clostridiales,Firmicutes,unknown,22.0,
249,Clostridia,Lachnospiraceae,Eubacterium ventriosum group,Bacteria,Clostridiales,Firmicutes,unknown,22.0,
250,Bacilli,Bacillaceae,Oceanobacillus,Bacteria,Bacillales,Firmicutes,Oceanobacillus halophilus,21.0,
251,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-014,Bacteria,Clostridiales,Firmicutes,unknown,21.0,
252,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,20.0,
253,Bacilli,Streptococcaceae,Lactococcus,Bacteria,Lactobacillales,Firmicutes,unknown,20.0,
254,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,20.0,
255,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,20.0,
256,Clostridia,Family XIII,Family XIII UCG-001,Bacteria,Clostridiales,Firmicutes,uncultured bacterium,20.0,
257,Bacilli,Bacillaceae,Bacillus,Bacteria,Bacillales,Firmicutes,unknown,20.0,
258,Clostridia,Lachnospiraceae,Lachnoclostridium,Bacteria,Clostridiales,Firmicutes,human gut metagenome,20.0,
259,Gammaproteobacteria,Enterobacteriaceae,unknown,Bacteria,Enterobacteriales,Proteobacteria,unknown,20.0,
260,Bacteroidia,Tannerellaceae,Parabacteroides,Bacteria,Bacteroidales,Bacteroidetes,Parabacteroides faecis,20.0,
261,Clostridia,Lachnospiraceae,Lachnospiraceae NK4A136 group,Bacteria,Clostridiales,Firmicutes,unknown,19.0,
262,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-003,Bacteria,Clostridiales,Firmicutes,unknown,19.0,
263,Gammaproteobacteria,Enterobacteriaceae,Morganella,Bacteria,Enterobacteriales,Proteobacteria,unknown,19.0,
264,Clostridia,Lachnospiraceae,Lachnospiraceae UCG-001,Bacteria,Clostridiales,Firmicutes,Lachnospiraceae bacterium TF01-11,19.0,
265,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,19.0,
266,Fusobacteriia,Fusobacteriaceae,Fusobacterium,Bacteria,Fusobacteriales,Fusobacteria,unknown,18.0,
267,Clostridia,Lachnospiraceae,Ruminococcus gauvreauii group,Bacteria,Clostridiales,Firmicutes,unknown,18.0,
268,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,17.0,
269,Clostridia,Lachnospiraceae,Lachnoclostridium,Bacteria,Clostridiales,Firmicutes,unknown,17.0,
270,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-014,Bacteria,Clostridiales,Firmicutes,unknown,17.0,
271,Bacteroidia,Rikenellaceae,Alistipes,Bacteria,Bacteroidales,Bacteroidetes,unknown,17.0,
272,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,17.0,
273,Clostridia,Ruminococcaceae,Intestinimonas,Bacteria,Clostridiales,Firmicutes,unknown,17.0,
274,Bacteroidia,Tannerellaceae,Parabacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,16.0,
275,Gammaproteobacteria,Rhodocyclaceae,Dechloromonas,Bacteria,Betaproteobacteriales,Proteobacteria,unknown,16.0,
276,Clostridia,Christensenellaceae,Christensenellaceae R-7 group,Bacteria,Clostridiales,Firmicutes,uncultured Spirochaetales bacterium,16.0,
277,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,16.0,
278,Bacilli,Bacillaceae,Bacillus,Bacteria,Bacillales,Firmicutes,unknown,16.0,
279,Clostridia,Lachnospiraceae,Roseburia,Bacteria,Clostridiales,Firmicutes,unknown,16.0,
280,Bacilli,Lactobacillaceae,Lactobacillus,Bacteria,Lactobacillales,Firmicutes,unknown,16.0,
281,Clostridia,Ruminococcaceae,Subdoligranulum,Bacteria,Clostridiales,Firmicutes,unknown,15.0,
282,Bacilli,Enterococcaceae,Enterococcus,Bacteria,Lactobacillales,Firmicutes,unknown,15.0,
283,Bacilli,Planococcaceae,unknown,Bacteria,Bacillales,Firmicutes,unknown,15.0,
284,Clostridia,Lachnospiraceae,Lachnoclostridium,Bacteria,Clostridiales,Firmicutes,unknown,15.0,
285,Clostridia,Lachnospiraceae,GCA-900066575,Bacteria,Clostridiales,Firmicutes,unknown,15.0,
286,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,15.0,
287,Bacilli,Planococcaceae,Lysinibacillus,Bacteria,Bacillales,Firmicutes,unknown,15.0,
288,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,14.0,
289,Clostridia,Peptostreptococcaceae,Terrisporobacter,Bacteria,Clostridiales,Firmicutes,unknown,14.0,
290,Alphaproteobacteria,Beijerinckiaceae,Methylobacterium,Bacteria,Rhizobiales,Proteobacteria,unknown,14.0,
291,Negativicutes,Veillonellaceae,Veillonella,Bacteria,Selenomonadales,Firmicutes,unknown,14.0,
292,Gammaproteobacteria,Enterobacteriaceae,Providencia,Bacteria,Enterobacteriales,Proteobacteria,unknown,14.0,
293,Gammaproteobacteria,Moraxellaceae,Acinetobacter,Bacteria,Pseudomonadales,Proteobacteria,unknown,14.0,
294,Clostridia,Family XIII,Family XIII AD3011 group,Bacteria,Clostridiales,Firmicutes,unknown,13.0,
295,Alphaproteobacteria,uncultured,gut metagenome,Bacteria,Rhodospirillales,Proteobacteria,gut metagenome,13.0,
296,Gammaproteobacteria,Aeromonadaceae,Aeromonas,Bacteria,Aeromonadales,Proteobacteria,unknown,13.0,
297,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-002,Bacteria,Clostridiales,Firmicutes,unknown,13.0,
298,Bacteroidia,Rikenellaceae,Alistipes,Bacteria,Bacteroidales,Bacteroidetes,unknown,13.0,
299,Clostridia,Ruminococcaceae,CAG-352,Bacteria,Clostridiales,Firmicutes,unknown,13.0,
300,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,13.0,
301,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,13.0,
302,Clostridia,Lachnospiraceae,Ruminococcus gauvreauii group,Bacteria,Clostridiales,Firmicutes,unknown,13.0,
303,Bacilli,Bacillaceae,uncultured,Bacteria,Bacillales,Firmicutes,uncultured Virgibacillus sp.,12.0,
304,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-005,Bacteria,Clostridiales,Firmicutes,human gut metagenome,12.0,
305,Clostridia,Ruminococcaceae,Eubacterium coprostanoligenes group,Bacteria,Clostridiales,Firmicutes,uncultured rumen bacterium,12.0,
306,Clostridia,Christensenellaceae,Christensenellaceae R-7 group,Bacteria,Clostridiales,Firmicutes,unknown,12.0,
307,Clostridia,Lachnospiraceae,Ruminococcus torques group,Bacteria,Clostridiales,Firmicutes,unknown,12.0,
308,Erysipelotrichia,Erysipelotrichaceae,Erysipelatoclostridium,Bacteria,Erysipelotrichales,Firmicutes,unknown,12.0,
309,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,12.0,
310,Clostridia,Lachnospiraceae,Lachnoclostridium,Bacteria,Clostridiales,Firmicutes,unknown,12.0,
311,Clostridia,Lachnospiraceae,CAG-56,Bacteria,Clostridiales,Firmicutes,uncultured bacterium,12.0,
312,Clostridia,Ruminococcaceae,Negativibacillus,Bacteria,Clostridiales,Firmicutes,uncultured bacterium,12.0,
313,Clostridia,Clostridiales vadinBB60 group,uncultured organism,Bacteria,Clostridiales,Firmicutes,uncultured organism,11.0,
314,Clostridia,Ruminococcaceae,Butyricicoccus,Bacteria,Clostridiales,Firmicutes,unknown,11.0,
315,Erysipelotrichia,Erysipelotrichaceae,Holdemania,Bacteria,Erysipelotrichales,Firmicutes,uncultured bacterium,11.0,
316,Clostridia,Ruminococcaceae,Butyricicoccus,Bacteria,Clostridiales,Firmicutes,unknown,11.0,
317,Actinobacteria,Corynebacteriaceae,Lawsonella,Bacteria,Corynebacteriales,Actinobacteria,unknown,11.0,
318,Clostridia,Family XI,Peptoniphilus,Bacteria,Clostridiales,Firmicutes,unknown,11.0,
319,Mollicutes,unknown,unknown,Bacteria,Mollicutes RF39,Tenericutes,unknown,11.0,
320,Clostridia,Lachnospiraceae,Lachnospiraceae FCS020 group,Bacteria,Clostridiales,Firmicutes,uncultured organism,11.0,
321,Bacteroidia,Prevotellaceae,Prevotella 6,Bacteria,Bacteroidales,Bacteroidetes,unknown,11.0,
322,Gammaproteobacteria,Burkholderiaceae,Parasutterella,Bacteria,Betaproteobacteriales,Proteobacteria,unknown,11.0,
323,Clostridia,Lachnospiraceae,Agathobacter,Bacteria,Clostridiales,Firmicutes,Eubacterium ramulus,11.0,
324,Bacteroidia,Tannerellaceae,Parabacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,11.0,
325,Bacteroidia,Dysgonomonadaceae,Proteiniphilum,Bacteria,Bacteroidales,Bacteroidetes,unknown,11.0,
326,Clostridia,Ruminococcaceae,Intestinimonas,Bacteria,Clostridiales,Firmicutes,Intestinimonas butyriciproducens,10.0,
327,Clostridia,Family XI,Finegoldia,Bacteria,Clostridiales,Firmicutes,unknown,10.0,
328,Clostridia,Family XI,Murdochiella,Bacteria,Clostridiales,Firmicutes,Murdochiella massiliensis,10.0,
329,Verrucomicrobiae,Akkermansiaceae,Akkermansia,Bacteria,Verrucomicrobiales,Verrucomicrobia,uncultured bacterium,10.0,
330,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-010,Bacteria,Clostridiales,Firmicutes,gut metagenome,10.0,
331,Negativicutes,Veillonellaceae,Veillonella,Bacteria,Selenomonadales,Firmicutes,unknown,10.0,
332,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,10.0,
333,Clostridia,Ruminococcaceae,Ruminococcus 1,Bacteria,Clostridiales,Firmicutes,unknown,10.0,
334,Clostridia,Family XI,Anaerococcus,Bacteria,Clostridiales,Firmicutes,unknown,10.0,
335,Actinobacteria,Actinomycetaceae,Actinomyces,Bacteria,Actinomycetales,Actinobacteria,unknown,10.0,
336,Bacteroidia,Tannerellaceae,Parabacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,10.0,
337,Bacteroidia,Porphyromonadaceae,Porphyromonas,Bacteria,Bacteroidales,Bacteroidetes,unknown,9.0,
338,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-013,Bacteria,Clostridiales,Firmicutes,unknown,9.0,
339,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,9.0,
340,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,9.0,
341,Bacilli,unknown,unknown,Bacteria,Bacillales,Firmicutes,unknown,9.0,
342,Gammaproteobacteria,Enterobacteriaceae,Hafnia-Obesumbacterium,Bacteria,Enterobacteriales,Proteobacteria,unknown,9.0,
343,Clostridia,Family XI,Anaerococcus,Bacteria,Clostridiales,Firmicutes,unknown,9.0,
344,Bacteroidia,Prevotellaceae,Prevotella,Bacteria,Bacteroidales,Bacteroidetes,Prevotella buccalis,9.0,
345,Clostridia,Lachnospiraceae,Eubacterium eligens group,Bacteria,Clostridiales,Firmicutes,unknown,9.0,
346,Clostridia,Lachnospiraceae,Lachnospiraceae FCS020 group,Bacteria,Clostridiales,Firmicutes,uncultured Clostridium sp.,9.0,
347,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-010,Bacteria,Clostridiales,Firmicutes,unknown,9.0,
348,Clostridia,Lachnospiraceae,Lachnospiraceae UCG-010,Bacteria,Clostridiales,Firmicutes,uncultured organism,8.0,
349,Clostridia,Ruminococcaceae,Eubacterium coprostanoligenes group,Bacteria,Clostridiales,Firmicutes,unknown,8.0,
350,Bacilli,Bacillaceae,Bacillus,Bacteria,Bacillales,Firmicutes,unknown,8.0,
351,Methanobacteria,Methanobacteriaceae,Methanobrevibacter,Archaea,Methanobacteriales,Euryarchaeota,unknown,8.0,
352,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,8.0,
353,Coriobacteriia,uncultured,uncultured bacterium,Bacteria,Coriobacteriales,Actinobacteria,uncultured bacterium,7.0,
354,Clostridia,Ruminococcaceae,Ruminiclostridium 9,Bacteria,Clostridiales,Firmicutes,uncultured Flavonifractor sp.,7.0,
355,Bacteroidia,Porphyromonadaceae,Porphyromonas,Bacteria,Bacteroidales,Bacteroidetes,unknown,7.0,
356,Campylobacteria,Campylobacteraceae,Campylobacter,Bacteria,Campylobacterales,Epsilonbacteraeota,unknown,7.0,
357,Negativicutes,Veillonellaceae,Mitsuokella,Bacteria,Selenomonadales,Firmicutes,unknown,7.0,
358,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,7.0,
359,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,7.0,
360,Clostridia,Family XIII,Family XIII AD3011 group,Bacteria,Clostridiales,Firmicutes,uncultured organism,7.0,
361,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-014,Bacteria,Clostridiales,Firmicutes,unknown,7.0,
362,Clostridia,Christensenellaceae,Catabacter,Bacteria,Clostridiales,Firmicutes,Christensenella massiliensis,7.0,
363,Bacteroidia,Porphyromonadaceae,Porphyromonas,Bacteria,Bacteroidales,Bacteroidetes,unknown,7.0,
364,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-003,Bacteria,Clostridiales,Firmicutes,unknown,7.0,
365,Bacilli,Streptococcaceae,Streptococcus,Bacteria,Lactobacillales,Firmicutes,unknown,7.0,
366,Negativicutes,Veillonellaceae,Allisonella,Bacteria,Selenomonadales,Firmicutes,uncultured bacterium,7.0,
367,Coriobacteriia,Coriobacteriales Incertae Sedis,uncultured,Bacteria,Coriobacteriales,Actinobacteria,uncultured organism,6.0,
368,Bacilli,Streptococcaceae,Streptococcus,Bacteria,Lactobacillales,Firmicutes,unknown,6.0,
369,Alphaproteobacteria,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Bacteria,Rhizobiales,Proteobacteria,unknown,6.0,
370,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-013,Bacteria,Clostridiales,Firmicutes,uncultured bacterium,6.0,
371,Negativicutes,Veillonellaceae,Dialister,Bacteria,Selenomonadales,Firmicutes,unknown,6.0,
372,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-005,Bacteria,Clostridiales,Firmicutes,uncultured rumen bacterium,6.0,
373,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-014,Bacteria,Clostridiales,Firmicutes,unknown,6.0,
374,Clostridia,Christensenellaceae,uncultured,Bacteria,Clostridiales,Firmicutes,uncultured organism,6.0,
375,Clostridia,Family XI,Anaerococcus,Bacteria,Clostridiales,Firmicutes,unknown,6.0,
376,Clostridia,Family XI,Peptoniphilus,Bacteria,Clostridiales,Firmicutes,Clostridiales bacterium SIT11,6.0,
377,Bacteroidia,Marinifilaceae,Butyricimonas,Bacteria,Bacteroidales,Bacteroidetes,unknown,6.0,
378,Clostridia,Family XIII,Family XIII AD3011 group,Bacteria,Clostridiales,Firmicutes,uncultured Eubacterium sp.,6.0,
379,Clostridia,Lachnospiraceae,Tyzzerella 3,Bacteria,Clostridiales,Firmicutes,unidentified,6.0,
380,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,6.0,
381,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,5.0,
382,Clostridia,Lachnospiraceae,Blautia,Bacteria,Clostridiales,Firmicutes,Blautia sp. YHC-4,5.0,
383,Clostridia,Lachnospiraceae,uncultured,Bacteria,Clostridiales,Firmicutes,uncultured bacterium adhufec382,5.0,
384,Clostridia,Ruminococcaceae,Ruminococcus 1,Bacteria,Clostridiales,Firmicutes,unknown,5.0,
385,Bacilli,Bacillaceae,unknown,Bacteria,Bacillales,Firmicutes,unknown,5.0,
386,Clostridia,Ruminococcaceae,Oscillibacter,Bacteria,Clostridiales,Firmicutes,unknown,5.0,
387,Clostridia,Peptococcaceae,uncultured,Bacteria,Clostridiales,Firmicutes,unknown,5.0,
388,Erysipelotrichia,Erysipelotrichaceae,Turicibacter,Bacteria,Erysipelotrichales,Firmicutes,unknown,4.0,
389,Coriobacteriia,Eggerthellaceae,Eggerthella,Bacteria,Coriobacteriales,Actinobacteria,unknown,4.0,
390,Clostridia,Christensenellaceae,Christensenellaceae R-7 group,Bacteria,Clostridiales,Firmicutes,unknown,4.0,
391,Gammaproteobacteria,Xanthomonadaceae,Stenotrophomonas,Bacteria,Xanthomonadales,Proteobacteria,unknown,4.0,
392,Erysipelotrichia,Erysipelotrichaceae,Clostridium innocuum group,Bacteria,Erysipelotrichales,Firmicutes,unknown,4.0,
393,Bacteroidia,unknown,unknown,Bacteria,Bacteroidales,Bacteroidetes,unknown,4.0,
394,Actinobacteria,Actinomycetaceae,Varibaculum,Bacteria,Actinomycetales,Actinobacteria,unknown,4.0,
395,Clostridia,Ruminococcaceae,Ruminiclostridium 6,Bacteria,Clostridiales,Firmicutes,gut metagenome,4.0,
396,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-004,Bacteria,Clostridiales,Firmicutes,uncultured rumen bacterium,4.0,
397,Bacilli,Paenibacillaceae,Paenibacillus,Bacteria,Bacillales,Firmicutes,unknown,4.0,
398,Actinobacteria,Actinomycetaceae,Actinomyces,Bacteria,Actinomycetales,Actinobacteria,unknown,4.0,
399,Clostridia,Lachnospiraceae,Roseburia,Bacteria,Clostridiales,Firmicutes,gut metagenome,4.0,
400,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,4.0,
401,Clostridia,Christensenellaceae,Christensenellaceae R-7 group,Bacteria,Clostridiales,Firmicutes,uncultured marine bacterium,4.0,
402,Clostridia,Ruminococcaceae,Phocea,Bacteria,Clostridiales,Firmicutes,uncultured bacterium,4.0,
403,Clostridia,Ruminococcaceae,Angelakisella,Bacteria,Clostridiales,Firmicutes,uncultured bacterium,4.0,
404,Actinobacteria,Micrococcaceae,Micrococcus,Bacteria,Micrococcales,Actinobacteria,unknown,3.0,
405,Bacteroidia,Flavobacteriaceae,Flavobacterium,Bacteria,Flavobacteriales,Bacteroidetes,unknown,3.0,
406,Actinobacteria,Actinomycetaceae,Actinotignum,Bacteria,Actinomycetales,Actinobacteria,uncultured bacterium,3.0,
407,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,3.0,
408,Bacteroidia,Prevotellaceae,Prevotella,Bacteria,Bacteroidales,Bacteroidetes,unknown,3.0,
409,Bacilli,Bacillaceae,Bacillus,Bacteria,Bacillales,Firmicutes,unknown,3.0,
410,Deltaproteobacteria,Desulfovibrionaceae,Bilophila,Bacteria,Desulfovibrionales,Proteobacteria,unknown,3.0,
411,Clostridia,Ruminococcaceae,uncultured,Bacteria,Clostridiales,Firmicutes,uncultured Clostridium sp.,3.0,
412,Clostridia,Christensenellaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,3.0,
413,Clostridia,Lachnospiraceae,Epulopiscium,Bacteria,Clostridiales,Firmicutes,unknown,3.0,
414,Clostridia,Lachnospiraceae,Lachnoclostridium,Bacteria,Clostridiales,Firmicutes,unknown,3.0,
415,Alphaproteobacteria,Caulobacteraceae,Brevundimonas,Bacteria,Caulobacterales,Proteobacteria,unknown,3.0,
416,Clostridia,Family XI,Peptoniphilus,Bacteria,Clostridiales,Firmicutes,unknown,3.0,
417,Clostridia,Ruminococcaceae,Fastidiosipila,Bacteria,Clostridiales,Firmicutes,Clostridiales bacterium oral clone MCE3_9,3.0,
418,Bacteroidia,Prevotellaceae,Alloprevotella,Bacteria,Bacteroidales,Bacteroidetes,unknown,3.0,
419,Clostridia,Christensenellaceae,Christensenellaceae R-7 group,Bacteria,Clostridiales,Firmicutes,gut metagenome,3.0,
420,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,3.0,
421,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-005,Bacteria,Clostridiales,Firmicutes,uncultured bacterium adhufec108,3.0,
422,Erysipelotrichia,Erysipelotrichaceae,Clostridium innocuum group,Bacteria,Erysipelotrichales,Firmicutes,unknown,3.0,
423,Clostridia,Ruminococcaceae,Eubacterium coprostanoligenes group,Bacteria,Clostridiales,Firmicutes,unidentified,3.0,
424,Clostridia,Peptococcaceae,uncultured,Bacteria,Clostridiales,Firmicutes,unknown,3.0,
425,Clostridia,Clostridiales vadinBB60 group,uncultured bacterium,Bacteria,Clostridiales,Firmicutes,uncultured bacterium,3.0,
426,Mollicutes,uncultured organism,uncultured organism,Bacteria,Izimaplasmatales,Tenericutes,uncultured organism,3.0,
427,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,3.0,
428,Clostridia,Family XI,Peptoniphilus,Bacteria,Clostridiales,Firmicutes,unknown,3.0,
429,Clostridia,Defluviitaleaceae,Defluviitaleaceae UCG-011,Bacteria,Clostridiales,Firmicutes,uncultured bacterium,3.0,
430,Clostridia,Clostridiales vadinBB60 group,uncultured Thermoanaerobacterales bacterium,Bacteria,Clostridiales,Firmicutes,uncultured Thermoanaerobacterales bacterium,3.0,
431,Clostridia,Family XI,Peptoniphilus,Bacteria,Clostridiales,Firmicutes,Clostridiales bacterium KA00134,3.0,
432,Clostridia,Eubacteriaceae,Acetobacterium,Bacteria,Clostridiales,Firmicutes,unknown,3.0,
433,Coriobacteriia,Eggerthellaceae,unknown,Bacteria,Coriobacteriales,Actinobacteria,unknown,2.0,
434,Bacteroidia,Weeksellaceae,Empedobacter,Bacteria,Flavobacteriales,Bacteroidetes,unknown,2.0,
435,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,2.0,
436,Clostridia,unknown,unknown,Bacteria,unknown,Firmicutes,unknown,2.0,
437,Oxyphotobacteria,unknown,unknown,Bacteria,Chloroplast,Cyanobacteria,unknown,2.0,
438,Actinobacteria,Propionibacteriaceae,Cutibacterium,Bacteria,Propionibacteriales,Actinobacteria,unknown,2.0,
439,Bacteroidia,Prevotellaceae,Prevotella 7,Bacteria,Bacteroidales,Bacteroidetes,uncultured Bacteroidetes bacterium,2.0,
440,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-010,Bacteria,Clostridiales,Firmicutes,unknown,2.0,
441,Clostridia,Ruminococcaceae,uncultured,Bacteria,Clostridiales,Firmicutes,unknown,2.0,
442,Clostridia,Family XIII,Eubacterium brachy group,Bacteria,Clostridiales,Firmicutes,uncultured bacterium,2.0,
443,Clostridia,Family XI,Peptoniphilus,Bacteria,Clostridiales,Firmicutes,unknown,2.0,
444,Clostridia,Peptococcaceae,uncultured,Bacteria,Clostridiales,Firmicutes,uncultured soil bacterium,2.0,
445,Alphaproteobacteria,unknown,unknown,Bacteria,unknown,Proteobacteria,unknown,2.0,
446,Gammaproteobacteria,Acidithiobacillaceae,KCM-B-112,Bacteria,Acidithiobacillales,Proteobacteria,uncultured bacterium,2.0,
447,Erysipelotrichia,Erysipelotrichaceae,Holdemania,Bacteria,Erysipelotrichales,Firmicutes,unknown,2.0,
448,Coriobacteriia,Eggerthellaceae,Slackia,Bacteria,Coriobacteriales,Actinobacteria,unknown,2.0,
449,Bacteroidia,Prevotellaceae,Prevotella 7,Bacteria,Bacteroidales,Bacteroidetes,Massiliprevotella massiliensis,2.0,
