Edges,spearman,pearson,mldm,magma,sparcc,spieceasi
Alistipes-Fusobacterium-neg,0.0,0.0,0.0,0.0,0.1647,0.0
Alistipes-Kurthia-neg,0.0661,0.09,0.0,0.0,0.125,0.0
Alistipes-Staphylococcaceae-pos,0.153,0.1576,0.0,0.0,0.0,0.0
Alistipes-Staphylococcaceae-neg,0.0,0.0,0.0,0.0,0.074,0.0
Alistipes-Methylobacterium-neg,0.204,0.1404,0.0,0.0,0.1522,0.0
Alistipes-Veillonella-neg,0.0939,0.112,0.0,0.0,0.1314,0.0
Alistipes-Acinetobacter-neg,0.0661,0.09,0.0,0.0,0.1274,0.0
Alistipes-Aeromonas-neg,0.1802,0.1322,0.0,0.0,0.1952,0.0
Alistipes-Clostridiaceae-pos,0.017,0.1731,0.0,0.0,0.0,0.0
Alistipes-Clostridiaceae-neg,0.0,0.0,0.0,0.0,0.0267,0.0
Alistipes-Peptoniphilus-pos,0.0555,0.0,0.0,0.0,0.0,0.0
Alistipes-Peptoniphilus-neg,0.0,0.0584,0.0,0.0,0.0438,0.0
Alistipes-Dietzia-pos,0.0898,0.0103,0.0,0.0,0.0,0.0
Alistipes-Dietzia-neg,0.0,0.0,0.0,0.0,0.0903,0.0
Alistipes-Erysipelothrix-neg,0.0792,0.1368,0.0,0.0,0.129,0.0
Alistipes-Sporomusaceae-neg,0.2497,0.1369,0.0,0.0,0.3007,0.0
Alistipes-Desulfuromonadaceae-pos,0.1544,0.0451,0.0,0.0,0.0,0.0
Alistipes-Desulfuromonadaceae-neg,0.0,0.0,0.0,0.0,0.1015,0.0
Alistipes-Anaerococcus-neg,0.0827,0.1093,0.0,0.0,0.2165,0.0
Alistipes-Arcanobacterium-neg,0.0952,0.0677,0.0,0.0,0.0808,0.0
Alistipes-Porphyromonas-pos,0.1784,0.0469,0.0,0.0,0.0,0.0
Alistipes-Porphyromonas-neg,0.0,0.0,0.0,0.0,0.0878,0.0
Alistipes-Brevibacillus-neg,0.0139,0.095,0.0,0.0,0.0801,0.0
Alistipes-Selenomonas-pos,0.0781,0.0,0.0,0.0,0.0,0.0
Alistipes-Selenomonas-neg,0.0,0.0027,0.0,0.0,0.0693,0.0
Alistipes-Campylobacter-pos,0.0661,0.0,0.0,0.0,0.0,0.0
Alistipes-Campylobacter-neg,0.0,0.0041,0.0,0.0,0.0497,0.0
Alistipes-Eggerthellaceae-pos,0.1098,0.0773,0.0,0.0,0.0,0.0
Alistipes-Eggerthellaceae-neg,0.0,0.0,0.0,0.0,0.0455,0.0
Alistipes-Ruminiclostridium-pos,0.2102,0.2836,0.0,0.0,0.0884,0.0
Alistipes-Rhizobium-neg,0.0781,0.0954,0.0,0.0,0.0805,0.0
Alistipes-Anaerobranca-pos,0.0248,0.203,0.0,0.0,0.0013,0.0
Alistipes-Domibacillus-pos,0.2282,0.2918,0.0,0.0,0.0,0.0
Alistipes-Domibacillus-neg,0.0,0.0,0.0,0.0,0.0052,0.0
Alistipes-Actinomyces-neg,0.0645,0.1141,0.0,0.0,0.0705,0.0
Alistipes-Paenibacillus-neg,0.2522,0.1472,0.0,0.0,0.2296,0.11102563291729
Alistipes-Stenotrophomonas-pos,0.2102,0.2836,0.0,0.0,0.0,0.0
Alistipes-Stenotrophomonas-neg,0.0,0.0,0.0,0.0,0.044,0.0
Alistipes-Eggerthella-neg,0.1802,0.1322,0.0,0.0,0.1413,0.0
Alistipes-Acetobacter-neg,0.03,0.0709,0.0,0.0,0.1412,0.0
Alistipes-Acetobacterium-neg,0.1622,0.1295,0.0,0.0,0.2332,0.0
Alistipes-Flavobacterium-pos,0.2102,0.2836,0.0,0.0,0.0,0.0
Alistipes-Flavobacterium-neg,0.0,0.0,0.0,0.0,0.0419,0.0
Alistipes-Actinobacteria-pos,0.2102,0.2836,0.0,0.0,0.0,0.0
Alistipes-Actinobacteria-neg,0.0,0.0,0.0,0.0,0.0567,0.0
Alistipes-Pedobacter-neg,0.0781,0.0954,0.0,0.0,0.1137,0.0
Alistipes-Micrococcus-neg,0.0781,0.0954,0.0,0.0,0.1446,0.0
Alistipes-Brevundimonas-neg,0.1802,0.1322,0.0,0.0,0.1821,0.0
Alistipes-Slackia-neg,0.042,0.0818,0.0,0.0,0.0346,0.0
Alistipes-Gammaproteobacteria-pos,0.0,0.0,0.0,0.0,0.0165,0.0
Alistipes-Gammaproteobacteria-neg,0.03,0.0709,0.0,0.0,0.0,0.0
Alistipes-Rhodobacteraceae-neg,0.03,0.0709,0.0,0.0,0.128,0.0
Alistipes-Propionibacteriaceae-neg,0.0781,0.0954,0.0,0.0,0.0141,0.0
Alistipes-Oscillatoriaceae-pos,0.1982,0.1868,0.0,0.0,0.0,0.0
Alistipes-Oscillatoriaceae-neg,0.0,0.0,0.0,0.0,0.1383,0.0
Alistipes-Flavobacteriaceae-pos,0.0,0.0,0.0,0.0,0.0073,0.0
Alistipes-Flavobacteriaceae-neg,0.0661,0.09,0.0,0.0,0.0,0.0
Alistipes-Bacillaceae-pos,0.0,0.0,0.0,0.0,0.0644,0.0
Alistipes-Bacillaceae-neg,0.0,0.0559,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Bacillus-pos,0.0,0.1414,0.0,0.0,0.0221,0.0
Verrucomicrobiaceae-Bacillus-neg,0.0215,0.0,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Peptostreptococcaceae-pos,0.1956,0.1358,0.0,0.0,0.097,0.0
Verrucomicrobiaceae-Alicyclobacillus-neg,0.1132,0.1614,0.0674622726624298,0.0,0.124,0.0
Verrucomicrobiaceae-Lachnospiraceae-pos,0.2857,0.0,0.0,0.0,0.1729,0.0
Verrucomicrobiaceae-Lachnospiraceae-neg,0.0,0.0749,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Dialister-pos,0.0,0.0104,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Dialister-neg,0.2164,0.0,0.0,0.0,0.1886,0.0
Verrucomicrobiaceae-Blautia-pos,0.1073,0.0,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Blautia-neg,0.0,0.1363,0.0,0.0,0.0136,0.0
Verrucomicrobiaceae-Bifidobacterium-pos,0.3547,0.3574,0.0,0.0,0.1441,0.0
Verrucomicrobiaceae-Clostridium-pos,0.1184,0.4393,0.0,0.0,0.102,0.0
Verrucomicrobiaceae-Prevotella-pos,0.4978,0.0,0.12420579361664999,0.0,0.3516,0.0
Verrucomicrobiaceae-Prevotella-neg,0.0,0.0655,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Acidaminococcaceae-pos,0.5646,0.0291,0.0,0.0,0.44,0.0
Verrucomicrobiaceae-Methanobrevibacter-pos,0.1709,0.2097,0.0238752599348105,0.0,0.1115,0.0
Verrucomicrobiaceae-Erysipelatoclostridium-neg,0.1573,0.1027,0.0,0.0,0.1244,0.0
Verrucomicrobiaceae-Spiroplasma-pos,0.4845,0.4224,0.0,0.0,0.3241,0.0
Verrucomicrobiaceae-Bacteroidales-pos,0.6668,0.083,0.05550211090185,0.0,0.5694,0.0
Verrucomicrobiaceae-Bacillales-pos,0.0956,0.0,0.12966780342256098,0.0,0.0,0.0
Verrucomicrobiaceae-Bacillales-neg,0.0,0.0725,0.0,0.0,0.0472,0.0
Verrucomicrobiaceae-Lysinibacillus-neg,0.0705,0.0657,0.0,0.0,0.0779,0.0
Verrucomicrobiaceae-Clostridiales-pos,0.436,0.1641,0.0,0.0,0.2732,0.0
Verrucomicrobiaceae-Anaerostipes-pos,0.3863,0.1071,0.0,0.0,0.2744,0.0
Verrucomicrobiaceae-Alphaproteobacteria-neg,0.0669,0.0891,0.0,0.0,0.0971,0.0
Verrucomicrobiaceae-Hungateiclostridiaceae-pos,0.2377,0.031,0.0,0.0,0.1046,0.0
Verrucomicrobiaceae-Providencia-neg,0.2867,0.0882,0.129063570549591,0.0,0.2069,0.0
Verrucomicrobiaceae-Pseudomonas-neg,0.2432,0.0982,0.0,0.0,0.2,0.0
Verrucomicrobiaceae-Staphylococcus-pos,0.3687,0.0,0.204394410394697,0.0,0.1436,0.0
Verrucomicrobiaceae-Staphylococcus-neg,0.0,0.0587,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Haemophilus-neg,0.2019,0.1126,0.0,0.0,0.1869,0.0
Verrucomicrobiaceae-Streptococcus-neg,0.2031,0.1396,0.0,0.0,0.2421,0.0
Verrucomicrobiaceae-Lactobacillus-neg,0.063,0.1096,0.0,0.0,0.1783,0.0
Verrucomicrobiaceae-Sphingomonas-neg,0.1637,0.0622,0.0,0.0,0.0974,0.0
Verrucomicrobiaceae-Desulfovibrio-pos,0.7093,0.2296,0.185038088327336,0.0581255640540242,0.5135,0.158460079232631
Verrucomicrobiaceae-Lachnoclostridium-pos,0.4555,0.1599,0.0029055215885765303,0.0,0.2911,0.0
Verrucomicrobiaceae-Odoribacter-pos,0.2392,0.0,0.0299738188663772,0.0,0.1474,0.0
Verrucomicrobiaceae-Odoribacter-neg,0.0,0.0271,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Enterobacterales-pos,0.1389,0.0,0.13006422235942,0.0,0.0,0.0
Verrucomicrobiaceae-Enterobacterales-neg,0.0,0.0703,0.0,0.0,0.0101,0.0
Verrucomicrobiaceae-Enterococcus-neg,0.2295,0.1463,0.0,0.0,0.1826,0.0
Verrucomicrobiaceae-Firmicutes-neg,0.1816,0.1581,0.0,0.0,0.1865,0.0
Verrucomicrobiaceae-Erysipelotrichaceae-pos,0.45,0.5872,0.0154778958806266,0.0581731221019344,0.3224,0.0
Verrucomicrobiaceae-Unassigned-pos,0.056,0.0,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Unassigned-neg,0.0,0.0519,0.0,0.0,0.0196,0.0
Verrucomicrobiaceae-Coriobacteriia-neg,0.2645,0.1516,0.25915549149794104,0.0,0.1739,0.0
Verrucomicrobiaceae-Faecalicatena-pos,0.461,0.727,0.10286288661369801,0.0925379341612946,0.2278,0.0
Verrucomicrobiaceae-Desulfosporosinus-pos,0.1536,0.1065,0.0,0.0,0.0682,0.0
Verrucomicrobiaceae-Burkholderiales-pos,0.1523,0.044,0.0,0.0,0.0698,0.0
Verrucomicrobiaceae-Bacteroidia-pos,0.5086,0.0469,0.0263071957999102,0.0,0.2491,0.0
Verrucomicrobiaceae-Collinsella-neg,0.2606,0.1322,0.237425551697249,0.0,0.1619,0.0
Verrucomicrobiaceae-Corynebacterium-neg,0.0466,0.0511,0.0,0.0,0.1603,0.0
Verrucomicrobiaceae-Clostridiales Family XIII. Incertae Sedis-pos,0.2766,0.2171,0.0,0.0,0.145,0.0
Verrucomicrobiaceae-Bacteria-pos,0.2383,0.0,0.0352983826315478,0.0,0.0773,0.0
Verrucomicrobiaceae-Bacteria-neg,0.0,0.0032,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Moorella-pos,0.3031,0.345,0.0315873426478439,0.0,0.1657,0.0
Verrucomicrobiaceae-Brucella-neg,0.1212,0.1127,0.0,0.0,0.2084,0.0
Verrucomicrobiaceae-Dysgonomonas-pos,0.1769,0.1335,0.0,0.0,0.0846,0.0
Verrucomicrobiaceae-Porphyromonadaceae-pos,0.2569,0.0192,0.0,0.0,0.1075,0.0
Verrucomicrobiaceae-Planococcaceae-neg,0.1618,0.0623,0.0,0.0,0.1334,0.0
Verrucomicrobiaceae-Oceanobacillus-neg,0.2314,0.0887,0.0644584508703602,0.0,0.1353,0.0
Verrucomicrobiaceae-Legionella-pos,0.3646,0.2228,0.0421794975641903,0.0,0.1379,0.0
Verrucomicrobiaceae-Yersiniaceae-pos,0.1431,0.0,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Yersiniaceae-neg,0.0,0.0283,0.0,0.0,0.0019,0.0
Verrucomicrobiaceae-Cronobacter-neg,0.0249,0.0585,0.0,0.0,0.02,0.0
Verrucomicrobiaceae-Lactococcus-neg,0.1618,0.0623,0.0862970551997421,0.0,0.127,0.0
Verrucomicrobiaceae-Morganella-pos,0.2197,0.1412,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Morganella-neg,0.0,0.0,0.0,0.0,0.0377,0.0
Verrucomicrobiaceae-Fusobacterium-pos,0.2197,0.1236,0.0,0.0,0.0303,0.0
Verrucomicrobiaceae-Kurthia-neg,0.1618,0.0623,0.0,0.0,0.1424,0.0
Verrucomicrobiaceae-Staphylococcaceae-pos,0.1788,0.124,0.0,0.0,0.0784,0.0
Verrucomicrobiaceae-Methylobacterium-pos,0.0327,0.0,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Methylobacterium-neg,0.0,0.0678,0.0,0.0,0.1062,0.0
Verrucomicrobiaceae-Veillonella-neg,0.2867,0.1063,0.40779273574965297,0.0,0.1799,0.0
Verrucomicrobiaceae-Acinetobacter-neg,0.1618,0.0623,0.0,0.0,0.0916,0.0
Verrucomicrobiaceae-Aeromonas-neg,0.1618,0.0623,0.0,0.0,0.215,0.0
Verrucomicrobiaceae-Bacillaceae-neg,0.1618,0.0623,0.254905022636001,0.0,0.0631,0.0
Verrucomicrobiaceae-Clostridiaceae-neg,0.0689,0.0433,0.0,0.0,0.1301,0.0
Verrucomicrobiaceae-Peptoniphilus-neg,0.1862,0.0773,0.0,0.0,0.1362,0.0
Verrucomicrobiaceae-Dietzia-pos,0.2197,0.0616,0.0,0.0,0.0529,0.0
Verrucomicrobiaceae-Erysipelothrix-neg,0.2095,0.0927,0.0,0.0,0.166,0.0
Verrucomicrobiaceae-Sporomusaceae-neg,0.2868,0.0953,0.0,0.0,0.1919,0.0
Verrucomicrobiaceae-Desulfuromonadaceae-pos,0.202,0.4515,0.0,0.0,0.0376,0.0
Verrucomicrobiaceae-Anaerococcus-neg,0.1885,0.0925,0.0,0.0,0.195,0.0
Verrucomicrobiaceae-Arcanobacterium-neg,0.104,0.0754,0.0,0.0,0.0486,0.0
Verrucomicrobiaceae-Porphyromonas-pos,0.084,0.2709,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Porphyromonas-neg,0.0,0.0,0.0,0.0,0.0342,0.0
Verrucomicrobiaceae-Brevibacillus-pos,0.0,0.0894,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Brevibacillus-neg,0.046,0.0,0.0,0.0,0.1028,0.0
Verrucomicrobiaceae-Selenomonas-pos,0.1244,0.0,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Selenomonas-neg,0.0,0.0368,0.0,0.0,0.1185,0.0
Verrucomicrobiaceae-Campylobacter-pos,0.2551,0.3359,0.0,0.0,0.0323,0.0
Verrucomicrobiaceae-Eggerthellaceae-neg,0.0858,0.0703,0.0,0.0,0.1165,0.0
Verrucomicrobiaceae-Ruminiclostridium-pos,0.2426,0.3048,0.0,0.0,0.0157,0.0
Verrucomicrobiaceae-Rhizobium-pos,0.0684,0.0,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Rhizobium-neg,0.0,0.049,0.0,0.0,0.0046,0.0
Verrucomicrobiaceae-Anaerobranca-pos,0.0,0.0,0.0,0.0,0.0946,0.0
Verrucomicrobiaceae-Anaerobranca-neg,0.0084,0.0587,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Domibacillus-pos,0.2178,0.0812,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Domibacillus-neg,0.0,0.0,0.0,0.0,0.055,0.0
Verrucomicrobiaceae-Actinomyces-neg,0.2315,0.0891,0.0,0.0,0.0955,0.0
Verrucomicrobiaceae-Paenibacillus-neg,0.1618,0.0623,0.0,0.0,0.0549,0.0
Verrucomicrobiaceae-Stenotrophomonas-pos,0.2426,0.3048,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Stenotrophomonas-neg,0.0,0.0,0.0,0.0,0.0186,0.0
Verrucomicrobiaceae-Eggerthella-neg,0.1618,0.0623,0.0,0.0,0.146,0.0
Verrucomicrobiaceae-Acetobacter-pos,0.2053,0.0604,0.0,0.0,0.0116,0.0
Verrucomicrobiaceae-Acetobacterium-neg,0.1618,0.0623,0.0,0.0,0.1083,0.0
Verrucomicrobiaceae-Flavobacterium-pos,0.2426,0.3048,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Flavobacterium-neg,0.0,0.0,0.0,0.0,0.0318,0.0
Verrucomicrobiaceae-Actinobacteria-pos,0.2426,0.3048,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Actinobacteria-neg,0.0,0.0,0.0,0.0,0.0943,0.0
Verrucomicrobiaceae-Pedobacter-pos,0.0684,0.0,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Pedobacter-neg,0.0,0.049,0.0,0.0,0.0125,0.0
Verrucomicrobiaceae-Micrococcus-pos,0.0684,0.0,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Micrococcus-neg,0.0,0.049,0.0,0.0,0.0662,0.0
Verrucomicrobiaceae-Brevundimonas-neg,0.1618,0.0623,0.0,0.0,0.1743,0.0
Verrucomicrobiaceae-Slackia-neg,0.0062,0.0566,0.0,0.0,0.1222,0.0
Verrucomicrobiaceae-Gammaproteobacteria-pos,0.2053,0.0604,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Gammaproteobacteria-neg,0.0,0.0,0.0,0.0,0.0698,0.0
Verrucomicrobiaceae-Rhodobacteraceae-pos,0.2053,0.0604,0.0,0.0,0.0094,0.0
Verrucomicrobiaceae-Propionibacteriaceae-pos,0.0684,0.0,0.0,0.0,0.0213,0.0
Verrucomicrobiaceae-Propionibacteriaceae-neg,0.0,0.049,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Oscillatoriaceae-pos,0.2675,0.7898,0.0,0.0,0.0,0.0
Verrucomicrobiaceae-Oscillatoriaceae-neg,0.0,0.0,0.0,0.0,0.0441,0.0
Verrucomicrobiaceae-Flavobacteriaceae-neg,0.1618,0.0623,0.0,0.0,0.1313,0.0
Bacillus-Peptostreptococcaceae-pos,0.2467,0.0,0.0,0.0,0.198,0.0
Bacillus-Peptostreptococcaceae-neg,0.0,0.0009,0.0,0.0,0.0,0.0
Bacillus-Alicyclobacillus-pos,0.2306,0.0,0.0,0.0,0.1509,0.0
Bacillus-Alicyclobacillus-neg,0.0,0.0326,0.0,0.0,0.0,0.0
Bacillus-Lachnospiraceae-neg,0.3357,0.0288,0.11069634339416301,0.0421377185080142,0.419,0.0
Bacillus-Dialister-pos,0.015,0.0,0.0772995765116813,0.0,0.0085,0.0
Bacillus-Dialister-neg,0.0,0.1052,0.0,0.0,0.0,0.0
Bacillus-Blautia-neg,0.1879,0.027,0.0973683657448254,0.0,0.3432,0.0
Bacillus-Bifidobacterium-pos,0.212,0.141,0.0,0.0,0.1569,0.0
Bacillus-Clostridium-pos,0.4528,0.035,0.0,0.0,0.3357,0.0
Bacillus-Prevotella-pos,0.0,0.1503,0.0,0.0,0.0,0.0
Bacillus-Prevotella-neg,0.1026,0.0,0.0,0.0,0.1022,0.0
Bacillus-Acidaminococcaceae-pos,0.0,0.3222,0.0,0.0,0.0359,0.0
Bacillus-Acidaminococcaceae-neg,0.051,0.0,0.0,0.0,0.0,0.0
Bacillus-Methanobrevibacter-pos,0.0785,0.0,0.0,0.0,0.0,0.0
Bacillus-Methanobrevibacter-neg,0.0,0.0749,0.0,0.0,0.0567,0.0
Bacillus-Erysipelatoclostridium-neg,0.1531,0.0818,0.0809903912452757,0.0,0.2349,0.0
Bacillus-Spiroplasma-pos,0.1584,0.0,0.0,0.0,0.0946,0.0
Bacillus-Spiroplasma-neg,0.0,0.0805,0.0545576763537316,0.0,0.0,0.0
Bacillus-Bacteroidales-pos,0.0,0.3938,0.0,0.0,0.0,0.0
Bacillus-Bacteroidales-neg,0.0828,0.0,0.0,0.0,0.0226,0.0
Bacillus-Bacillales-neg,0.034,0.0296,0.0,0.0,0.0473,0.0
Bacillus-Lysinibacillus-pos,0.2988,0.0212,0.0,0.0,0.1838,0.0
Bacillus-Clostridiales-pos,0.0738,0.0,0.0,0.0,0.0083,0.0
Bacillus-Clostridiales-neg,0.0,0.0045,0.0,0.0,0.0,0.0
Bacillus-Anaerostipes-pos,0.0,0.4932,0.0,0.0,0.0,0.0
Bacillus-Anaerostipes-neg,0.1172,0.0,0.0,0.0,0.1175,0.0
Bacillus-Alphaproteobacteria-neg,0.3082,0.0763,0.0,0.0,0.1867,0.0
Bacillus-Hungateiclostridiaceae-neg,0.157,0.0328,0.165728715355091,0.0,0.2094,0.0
Bacillus-Providencia-neg,0.3055,0.0744,0.534708176423037,0.0,0.2238,0.0
Bacillus-Pseudomonas-pos,0.0462,0.0,0.0,0.0,0.013,0.0
Bacillus-Pseudomonas-neg,0.0,0.0438,0.0431013195704492,0.0,0.0,0.0
Bacillus-Staphylococcus-neg,0.1424,0.0796,0.255727097208308,0.0,0.2116,0.0
Bacillus-Haemophilus-neg,0.0884,0.0452,0.0,0.0,0.0826,0.0
Bacillus-Streptococcus-pos,0.1508,0.0651,0.11538722727421699,0.0,0.1296,0.0
Bacillus-Lactobacillus-pos,0.0479,0.0,0.0,0.0,0.0362,0.0
Bacillus-Lactobacillus-neg,0.0,0.0544,0.0,0.0,0.0,0.0
Bacillus-Sphingomonas-neg,0.2255,0.0598,0.0,0.0,0.085,0.0
Bacillus-Desulfovibrio-pos,0.0,0.0308,0.0,0.0,0.0,0.0
Bacillus-Desulfovibrio-neg,0.0619,0.0,0.0183800946376174,0.0,0.0112,0.0
Bacillus-Lachnoclostridium-neg,0.1636,0.0005,0.113431371216806,0.0,0.1217,0.0
Bacillus-Odoribacter-pos,0.0,0.4696,0.0,0.0,0.0,0.0
Bacillus-Odoribacter-neg,0.2203,0.0,0.0,0.0,0.1186,0.0
Bacillus-Enterobacterales-pos,0.0,0.0,0.0,0.0,0.0106,0.0
Bacillus-Enterobacterales-neg,0.1952,0.0707,0.0,0.0,0.0,0.0
Bacillus-Enterococcus-neg,0.3922,0.1307,0.0,0.0,0.2616,0.0
Bacillus-Firmicutes-pos,0.2137,0.129,0.0440462937281846,0.0,0.1514,0.0
Bacillus-Erysipelotrichaceae-pos,0.08,0.0,0.0,0.0,0.0409,0.0
Bacillus-Erysipelotrichaceae-neg,0.0,0.0498,0.0,0.0,0.0,0.0
Bacillus-Unassigned-pos,0.0062,0.0,0.0,0.0,0.0039,0.0
Bacillus-Unassigned-neg,0.0,0.0428,0.0,0.0,0.0,0.0
Bacillus-Coriobacteriia-pos,0.1271,0.0,0.0,0.0,0.1196,0.0
Bacillus-Coriobacteriia-neg,0.0,0.0688,0.0,0.0,0.0,0.0
Bacillus-Faecalicatena-pos,0.2372,0.1242,0.0,0.0,0.1084,0.0
Bacillus-Desulfosporosinus-pos,0.5085,0.0764,0.0874640074414974,0.0,0.3083,0.0
Bacillus-Burkholderiales-pos,0.0,0.2224,0.0,0.0,0.0,0.0
Bacillus-Burkholderiales-neg,0.3867,0.0,0.0,0.0,0.2523,0.0
Bacillus-Bacteroidia-pos,0.0,0.2985,0.0,0.0,0.0,0.0
Bacillus-Bacteroidia-neg,0.1046,0.0,0.0,0.0,0.039,0.0
Bacillus-Collinsella-pos,0.0255,0.0,0.0,0.0,0.0671,0.0
Bacillus-Collinsella-neg,0.0,0.0529,0.0,0.0,0.0,0.0
Bacillus-Corynebacterium-pos,0.0,0.3362,0.0,0.0,0.0015,0.0
Bacillus-Corynebacterium-neg,0.1358,0.0,0.0,0.0,0.0,0.0
Bacillus-Clostridiales Family XIII. Incertae Sedis-pos,0.1327,0.0693,0.0,0.0,0.1265,0.0
Bacillus-Bacteria-pos,0.143,0.0,0.0,0.0,0.0464,0.0
Bacillus-Bacteria-neg,0.0,0.0523,0.0,0.0,0.0,0.0
Bacillus-Moorella-pos,0.2239,0.0,0.0,0.0,0.0654,0.0
Bacillus-Moorella-neg,0.0,0.031,0.0,0.0,0.0,0.0
Bacillus-Brucella-neg,0.1897,0.0942,0.0,0.0,0.1235,0.0
Bacillus-Dysgonomonas-pos,0.2323,0.0,0.0,0.0,0.1355,0.0
Bacillus-Dysgonomonas-neg,0.0,0.0624,0.0,0.0,0.0,0.0
Bacillus-Porphyromonadaceae-pos,0.0589,0.4499,0.0,0.0,0.0423,0.0
Bacillus-Planococcaceae-pos,0.1908,0.0132,0.0,0.0,0.0804,0.0
Bacillus-Oceanobacillus-pos,0.2362,0.0035,0.0,0.0,0.1028,0.0
Bacillus-Legionella-neg,0.3055,0.0846,0.0,0.0,0.2572,0.0
Bacillus-Yersiniaceae-neg,0.1724,0.0525,0.0,0.0,0.0522,0.0
Bacillus-Cronobacter-pos,0.0062,0.0,0.0,0.0,0.0115,0.0
Bacillus-Cronobacter-neg,0.0,0.0428,0.0,0.0,0.0,0.0
Bacillus-Lactococcus-neg,0.1724,0.0525,0.0,0.0,0.0257,0.0
Bacillus-Morganella-pos,0.1709,0.065,0.0,0.0,0.0604,0.0
Bacillus-Fusobacterium-pos,0.1709,0.0711,0.0,0.0,0.1009,0.0
Bacillus-Kurthia-neg,0.0369,0.0477,0.0,0.0,0.034,0.0
Bacillus-Staphylococcaceae-neg,0.0905,0.0862,0.0,0.0,0.0493,0.0
Bacillus-Methylobacterium-pos,0.1709,0.0875,0.0,0.0,0.1029,0.0
Bacillus-Veillonella-pos,0.0,0.0,0.0,0.0,0.0135,0.0
Bacillus-Veillonella-neg,0.0736,0.0343,0.0,0.0,0.0,0.0
Bacillus-Acinetobacter-neg,0.0369,0.0477,0.0,0.0,0.0116,0.0
Bacillus-Aeromonas-neg,0.1724,0.0525,0.40834847002553704,0.0,0.0444,0.0
Bacillus-Bacillaceae-pos,0.117,0.0,0.0,0.0,0.146,0.0
Bacillus-Bacillaceae-neg,0.0,0.0209,0.0,0.0,0.0,0.0
Bacillus-Clostridiaceae-pos,0.0,0.0,0.0,0.0,0.0123,0.0
Bacillus-Clostridiaceae-neg,0.0664,0.0694,0.0,0.0,0.0,0.0
Bacillus-Peptoniphilus-pos,0.0302,0.0,0.0,0.0,0.0551,0.0
Bacillus-Peptoniphilus-neg,0.0,0.0463,0.0,0.0,0.0,0.0
Bacillus-Dietzia-pos,0.1709,0.0893,0.0,0.0,0.0,0.0
Bacillus-Dietzia-neg,0.0,0.0,0.0,0.0,0.0526,0.0
Bacillus-Erysipelothrix-neg,0.2255,0.0772,0.0177641852993763,0.0,0.0371,0.0
Bacillus-Sporomusaceae-pos,0.0515,0.0,0.0,0.0,0.0,0.0
Bacillus-Sporomusaceae-neg,0.0,0.0439,0.0,0.0,0.0275,0.0
Bacillus-Desulfuromonadaceae-pos,0.158,0.0323,0.0,0.0,0.0867,0.0
Bacillus-Anaerococcus-neg,0.1724,0.0682,0.110301013387914,0.0,0.1309,0.0
Bacillus-Arcanobacterium-neg,0.2466,0.0696,0.0,0.0,0.0266,0.0
Bacillus-Porphyromonas-pos,0.3884,0.2423,0.0192118299120695,0.0,0.2248,0.0
Bacillus-Brevibacillus-pos,0.3353,0.1293,0.0,0.0,0.2197,0.0
Bacillus-Selenomonas-pos,0.0308,0.0,0.0,0.0,0.0,0.0
Bacillus-Selenomonas-neg,0.0,0.0416,0.0,0.0,0.0455,0.0
Bacillus-Campylobacter-pos,0.2524,0.2665,0.0,0.0,0.176,0.0
Bacillus-Eggerthellaceae-pos,0.1403,0.0,0.0,0.0,0.0,0.0
Bacillus-Eggerthellaceae-neg,0.0,0.0301,0.0,0.0,0.0449,0.0
Bacillus-Ruminiclostridium-pos,0.0062,0.0,0.0,0.0,0.0507,0.0
Bacillus-Ruminiclostridium-neg,0.0,0.0428,0.0,0.0,0.0,0.0
Bacillus-Rhizobium-pos,0.2278,0.1106,0.0,0.0,0.1085,0.0
Bacillus-Anaerobranca-neg,0.0831,0.0648,0.0,0.0,0.1494,0.0
Bacillus-Domibacillus-pos,0.2647,0.924,0.0,0.0,0.0962,0.0
